region,clientLayoutId,index,word
1,30,1792,12289
1,30,1830,1851
1,30,1831,12289
1,30,1832,12289
1,30,1870,1851
1,30,1871,12289
1,30,1872,12289
1,31,170,1222
1,31,171,1222
1,31,172,1222
1,31,173,1222
1,31,174,1222
1,31,175,1222
1,31,210,1047
1,31,211,1047
1,31,212,1047
1,31,213,1047
1,31,214,1047
1,31,215,1047
1,31,251,12289
1,31,252,12289
1,31,253,12289
1,31,254,12289
1,31,255,12289
1,31,2550,12289
1,31,2551,12289
1,31,2552,12289
1,31,2590,12289
1,31,2591,12289
1,31,2592,12289
1,31,2630,12289
1,31,2631,12289
1,31,2632,12289
1,31,2670,12289
1,31,2671,12289
1,31,2672,12289
1,32,119,1509
1,32,121,1509
1,32,217,12289
1,32,218,12289
1,32,219,12289
1,32,220,1038
1,32,221,1038
1,32,222,1038
1,32,317,12289
1,32,318,12289
1,32,319,12289
1,32,320,1047
1,32,321,1222
1,32,322,1222
1,32,421,1047
1,32,422,1047
1,32,522,12289
1,33,758,1508
1,33,759,1522
1,33,760,1523
1,33,761,1522
1,33,762,1523
1,33,763,1522
1,33,764,1523
1,33,818,12289
1,33,819,1494
1,33,820,1493
1,33,821,1492
1,33,822,1493
1,33,823,1492
1,33,824,1493
1,33,878,12289
1,33,879,1508
1,33,880,1509
1,33,881,1508
1,33,882,1509
1,33,883,1508
1,33,884,1509
1,34,354,1223
1,34,355,1223
1,34,356,1223
1,34,357,1223
1,34,358,1223
1,34,434,1223
1,34,435,1223
1,34,436,1223
1,34,437,13511
1,34,438,1223
1,34,514,1046
1,34,515,1046
1,34,516,1223
1,34,517,1046
1,34,518,1046
1,34,596,1223
1,35,104,1222
1,35,143,1222
1,35,144,1222
1,35,183,1222
1,35,184,1223
1,35,185,1222
1,35,186,1222
1,35,187,1222
1,35,223,1223
1,35,224,1223
1,35,225,1223
1,35,226,1222
1,35,227,1222
1,35,263,1223
1,35,264,1223
1,35,265,1223
1,35,266,1047
1,35,267,1047
1,35,304,1223
1,35,305,1223
1,35,887,12289
1,35,888,12289
1,35,889,12289
1,35,890,12289
1,35,927,12289
1,35,928,12289
1,35,929,12289
1,35,930,12289
1,35,3588,12289
1,35,3589,12289
1,35,3590,12289
1,35,3591,12289
1,35,3628,12289
1,35,3629,12289
1,35,3630,12289
1,35,3631,12289
1,36,595,12302
1,36,635,1222
1,36,670,12302
1,36,671,12302
1,36,673,12289
1,36,674,1047
1,36,675,1047
1,36,676,1047
1,36,677,1047
1,36,678,1046
1,36,709,12289
1,36,710,1222
1,36,711,1222
1,36,712,12289
1,36,713,12619
1,36,714,13644
1,36,715,13644
1,36,716,13644
1,36,717,13644
1,36,718,12621
1,36,748,1038
1,36,749,1038
1,36,751,1047
1,36,752,12289
1,36,753,12563
1,36,754,12564
1,36,755,12564
1,36,756,12564
1,36,757,12564
1,36,758,12565
1,36,759,1222
1,36,791,12619
1,36,792,13644
1,36,793,13644
1,36,794,13644
1,36,795,13644
1,36,796,13644
1,36,797,13644
1,36,798,12621
1,36,799,1222
1,36,831,12563
1,36,832,12564
1,36,833,12564
1,36,834,12564
1,36,835,12564
1,36,836,12564
1,36,837,12564
1,36,838,12565
1,36,839,1222
1,36,871,12302
1,36,872,12302
1,36,873,12302
1,36,874,12302
1,36,875,12302
1,36,876,12302
1,36,877,12302
1,36,878,12302
1,36,879,1222
1,36,918,1222
1,36,919,1222
1,36,953,1222
1,36,954,1222
1,36,955,1222
1,36,956,1222
1,36,957,1222
1,36,958,1222
1,36,993,1046
1,36,994,13334
1,36,995,13334
1,36,996,13334
1,36,997,1222
1,36,1033,12289
1,36,1034,12289
1,36,1035,12289
1,36,1036,12289
1,36,1037,1222
1,36,1077,1222
1,36,3123,12289
1,36,3124,12289
1,36,3125,12289
1,36,3126,12289
1,36,3127,12289
1,36,3128,12289
1,36,3163,12289
1,36,3164,12289
1,36,3165,12289
1,36,3166,12289
1,36,3167,12289
1,36,3168,12289
1,36,3688,20481
1,36,3689,20481
1,36,3690,20481
1,36,3691,20481
1,36,3692,20481
1,36,3728,20481
1,36,3729,20481
1,36,3730,20481
1,36,3731,20481
1,36,3732,20481
1,37,94,1500
1,37,95,1501
1,37,96,1500
1,37,97,1501
1,37,174,1492
1,37,175,1493
1,37,176,1492
1,37,177,1493
1,37,254,1508
1,37,255,1509
1,37,256,1508
1,37,257,1509
1,37,258,1510
1,37,1103,12289
1,37,1104,12289
1,37,1105,12289
1,37,1106,12289
1,37,1107,12289
1,37,1108,12289
1,37,1183,12289
1,37,1184,12289
1,37,1185,12289
1,37,1186,12289
1,37,1187,12289
1,37,1188,12289
1,39,81,1223
1,39,82,1223
1,39,83,1223
1,39,84,1223
1,39,220,12289
1,39,221,1223
1,39,222,1223
1,39,223,1223
1,39,224,1223
1,39,360,12289
1,39,361,1046
1,39,362,1046
1,39,363,1046
1,39,364,1223
1,39,504,1046
1,39,1928,12289
1,39,1929,12289
1,39,1930,12289
1,39,1931,12289
1,39,1932,12289
1,39,2068,12289
1,39,2069,12289
1,39,2070,12289
1,39,2071,12289
1,39,2072,12289
1,392,176,1137
1,392,177,1137
1,392,178,1137
1,392,179,1137
1,392,180,1137
1,392,181,1137
1,392,182,1137
1,392,183,1137
1,392,184,1137
1,392,185,1137
1,392,216,1145
1,392,217,1145
1,392,218,1145
1,392,219,1145
1,392,220,1145
1,392,221,1145
1,392,222,1145
1,392,223,1145
1,392,224,1145
1,392,225,1161
1,392,257,12289
1,392,258,12289
1,392,259,12289
1,392,260,12289
1,392,261,12289
1,392,262,12289
1,392,263,12289
1,392,264,12289
1,43,4296,4643
1,65,57,12843
1,65,58,12844
1,65,64,12801
1,65,69,12801
1,65,73,12801
1,65,75,12851
1,65,76,12852
1,65,78,12802
1,65,82,12809
1,65,83,12811
1,65,87,12809
1,65,91,12827
1,65,92,12816
1,65,93,12816
1,65,94,12816
1,65,95,12816
1,65,96,12822
1,65,97,12806
1,65,98,12834
1,65,99,12834
1,65,100,12818
1,65,101,12821
1,65,102,12811
1,65,105,12809
1,65,110,12835
1,65,111,12826
1,65,112,12826
1,65,113,12826
1,65,120,12810
1,65,121,12811
1,65,122,12817
1,65,123,12818
1,65,138,12809
1,65,139,12816
1,65,151,12834
1,65,152,12819
1,65,153,12802
1,65,154,12817
1,65,155,12819
1,65,156,12803
1,65,157,12822
1,65,164,12801
1,65,171,12810
1,65,174,12810
1,65,178,12801
1,65,181,12801
1,65,182,12803
1,65,183,12805
1,65,184,12834
1,65,189,12809
1,65,192,12809
1,65,196,12809
1,65,199,12827
1,65,200,12816
1,65,207,12809
1,65,210,12809
1,65,214,12809
1,65,218,12810
1,65,225,12809
1,65,228,12809
1,65,230,12834
1,65,231,12819
1,65,232,12803
1,65,236,12809
1,65,241,12801
1,65,242,12802
1,65,243,12803
1,65,246,12809
1,65,250,12810
1,65,254,12809
1,65,257,12801
1,65,258,12817
1,65,259,12818
1,65,260,12826
1,65,261,12821
1,65,262,12811
1,65,263,12802
1,65,264,12803
1,65,268,12809
1,65,271,12801
1,65,272,12803
1,65,275,12809
1,65,280,12813
1,65,281,12816
1,65,282,12822
1,65,286,12809
1,65,289,12809
1,65,290,12816
1,65,291,12805
1,65,292,12834
1,65,293,12818
1,65,299,12810
1,65,304,12809
1,65,307,12827
1,65,308,12816
1,65,317,12809
1,65,322,12809
1,65,326,12835
1,65,332,12801
1,65,335,12809
1,65,338,12801
1,65,339,12802
1,65,340,12824
1,65,350,12809
1,65,353,12809
1,65,354,12811
1,65,355,12817
1,65,356,12818
1,65,357,12826
1,65,368,12809
1,65,371,12809
1,65,372,12816
1,65,380,12801
1,65,386,12809
1,65,387,12811
1,65,388,12802
1,65,389,12803
1,65,390,12816
1,65,398,12827
1,65,399,12811
1,65,400,12802
1,65,401,12802
1,65,402,12802
1,65,403,12802
1,65,404,12824
1,65,405,12826
1,65,406,12826
1,65,407,12821
1,65,408,12816
1,65,409,12805
1,65,410,12834
1,65,411,12834
1,65,417,12813
1,65,418,12831
1,65,419,12816
1,65,420,12816
1,65,421,12831
1,65,426,12810
1,65,437,12810
1,65,438,12816
1,65,444,12809
1,65,454,12819
1,65,455,12803
1,65,456,12816
1,65,457,12805
1,65,462,12818
1,65,473,12810
1,65,474,12816
1,65,491,12294
1,65,492,12295
1,345,694,1139
1,345,766,1139
1,345,838,1139
1,345,910,1139
1,345,982,1139
1,345,1054,1139
1,345,1126,1139
1,345,1198,1139
1,345,1270,1139
1,345,1342,1139
1,345,1398,1995
1,345,1399,1996
1,345,1400,1995
1,345,1401,1996
1,345,1402,1995
1,345,1403,1996
1,345,1404,1995
1,345,1405,1996
1,345,1406,1995
1,345,1407,1996
1,345,1408,1995
1,345,1409,1996
1,345,1410,1995
1,345,1411,1996
1,345,1412,1995
1,345,1492,1139
1,345,1563,1139
1,345,1564,1139
1,345,1634,1139
1,345,1635,1139
1,345,1636,1139
1,345,1690,1392
1,345,1691,1664
1,345,1692,1665
1,345,1693,1666
1,345,1694,1666
1,345,1695,1666
1,345,1696,1666
1,345,1697,1666
1,345,1698,1666
1,345,1699,1702
1,345,1706,1139
1,345,1707,1139
1,345,1708,1139
1,345,1778,1139
1,345,1779,1139
1,345,1780,1139
1,345,1850,1139
1,345,1851,1139
1,345,1852,1139
1,345,1922,1139
1,345,1923,1139
1,345,1924,1139
1,345,1994,1139
1,345,1995,1139
1,345,2066,1139
1,345,2140,1139
1,345,2211,1139
1,345,2212,1139
1,345,2283,1139
1,345,2284,1139
1,345,2355,1139
1,345,2356,1139
1,345,2427,1139
1,345,2428,1139
1,345,2499,1139
1,345,2500,1139
1,345,2571,1139
1,345,2572,1139
1,345,2643,1139
1,345,2644,1139
1,345,2715,1139
1,345,2716,1139
1,345,2787,1139
1,345,2788,1139
1,345,2859,1139
1,345,2860,1139
1,345,3953,1396
1,345,4026,1396
1,345,4099,1401
1,345,4171,1401
1,345,4243,1401
1,345,4315,1401
1,345,4531,1401
1,345,4603,1401
0,10,34,703
0,10,45,1728
1,63,33,568
1,63,44,1600
0,126,118,13953
0,126,169,13953
0,126,220,13953
0,126,119,13953
0,126,120,13953
0,126,171,13953
0,126,222,13953
0,99,200,13321
0,99,272,13329
0,99,344,13321
0,99,201,13320
0,99,202,13321
0,99,274,13329
0,99,346,13321
0,95,327,13320
0,95,351,13328
0,95,375,13320
0,95,328,13321
0,95,329,13320
0,95,353,13328
0,95,377,13320
0,270,1359,13329
0,270,1416,13328
0,270,1473,13329
0,270,1360,13328
0,270,1361,13329
0,270,1418,13328
0,270,1475,13329
0,219,511,13581
0,219,535,13589
0,219,559,13589
0,219,512,13581
0,219,513,13581
0,219,537,13589
0,219,561,13589
0,116,1316,13953
0,116,1364,13953
0,116,1412,13953
0,116,1317,13953
0,116,1318,13953
0,116,1366,13953
0,116,1414,13953
0,104,244,13524
0,104,292,13532
0,104,340,13532
0,104,245,13524
0,104,246,13524
0,104,294,13532
0,104,342,13532
0,98,532,13529
0,98,556,13529
0,98,580,13529
0,98,533,13529
0,98,534,13575
0,98,558,13530
0,98,582,13530
0,117,297,13320
0,117,351,13328
0,117,405,13321
0,117,298,13321
0,117,299,13320
0,117,353,13328
0,117,407,13320
0,256,1063,14153
0,256,1087,14153
0,256,1111,14153
0,256,1064,14153
0,256,1065,14153
0,256,1089,14153
0,256,1113,14153
0,252,521,13619
0,252,545,13523
0,252,569,13531
0,252,522,13619
0,252,523,13620
0,252,547,13525
0,252,571,13533
0,280,2026,14227
0,280,2083,14222
0,280,2140,13329
0,280,2027,14221
0,280,2028,14221
0,280,2085,13320
0,280,2142,13321
1,163,612,17937
1,163,658,17937
1,163,704,17937
1,163,613,17937
1,163,614,17937
1,163,660,17937
1,163,706,17937
1,32,217,13313
1,32,317,13313
1,32,417,13326
1,32,218,13313
1,32,219,13313
1,32,319,13313
1,32,419,13313
1,31,541,22081
1,31,581,22081
1,31,621,22081
1,31,542,22081
1,31,543,22081
1,31,583,22081
1,31,623,22081
1,39,463,13313
1,39,603,13313
1,39,743,13313
1,39,465,13313
1,39,605,13313
1,39,745,13313
1,35,1506,13313
1,35,1546,13313
1,35,1586,13313
1,35,1507,13313
1,35,1508,13313
1,35,1548,13313
1,35,1588,13313
1,132,257,13841
1,132,299,13841
1,132,341,13841
1,132,258,13841
1,132,259,13841
1,132,301,13841
1,132,343,13841
1,33,78,13313
1,33,138,13313
1,33,198,13313
1,33,79,13313
1,33,80,13313
1,33,140,13313
1,33,200,13313
1,36,1034,13313
1,36,1074,13313
1,36,1114,13313
1,36,1035,13313
1,36,1036,13313
1,36,1076,13313
1,36,1116,13326
1,135,1167,13313
1,135,1215,13313
1,135,1263,13313
1,135,1168,13313
1,135,1169,13313
1,135,1217,13313
1,135,1265,13313
1,27,1098,13420
1,27,1138,13425
1,27,1178,13425
1,27,1099,13420
1,27,1100,13420
1,27,1140,13425
1,27,1180,13425
1,27,257,13313
1,27,297,13313
1,27,337,13313
1,27,258,13313
1,27,259,13313
1,27,299,13313
1,27,339,13313
1,136,619,13929
1,136,659,13937
1,136,699,13937
1,136,620,13929
1,136,621,13929
1,136,661,13937
1,136,701,13937
0,342,372,14124
0,342,402,14130
0,342,432,14130
0,342,373,14130
0,342,374,14130
0,342,404,14130
0,342,434,14130
0,342,376,14130
0,342,406,14130
0,342,436,14130
0,342,377,14130
0,342,378,14125
0,342,408,14130
0,342,438,14130
0,160,45,18128
0,160,83,18136
0,160,47,18129
0,160,85,18137
