Red Apricorn	   5485 
Blu Apricorn	   5486 
Ylw Apricorn	   5487 
Grn Apricorn	   5488 
Pnk Apricorn	   5489 
Wht Apricorn	   5490 
Blk Apricorn	   5491 
Fast Ball	   5492 
Level Ball	   5493 
Lure Ball	   5494 
Heavy Ball	   5495 
Love Ball	   5496 
Friend Ball	   5497 
Moon Ball	   5498 
Sport Ball	   5499 
Park Ball	   5500 
Photo Album	   5501 
GB Sounds	   5502 
Tidal Bell	   5503 
RageCandyBar	   5504 
Jade Orb	   5532 
Lock Capsule	   5533 
Red Orb	   5534 
Blue Orb	   5535 
Enigma Stone	   5536 
Prism Scale	   5537 
Eviolite	   5538 
Float Stone	   5539 
Rocky Helmet	   5540 
Air Balloon	   5541 
Red Card	   5542 
Ring Target	   5543 
Binding Band	   5544 
Absorb Bulb	   5545 
Cell Battery	   5546 
Eject Button	   5547 
Fire Gem	   5548 
Water Gem	   5549 
Electric Gem	   5550 
Grass Gem	   5551 
Ice Gem	   5552 
Fighting Gem	   5553 
Poison Gem	   5554 
Ground Gem	   5555 
Flying Gem	   5556 
Psychic Gem	   5557 
Bug Gem	   5558 
Rock Gem	   5559 
Ghost Gem	   5560 
Dragon Gem	   5561 
Dark Gem	   5562 
Steel Gem	   5563 
Normal Gem	   5564 
Health Wing	   5565 
Muscle Wing	   5566 
Resist Wing	   5567 
Genius Wing	   5568 
Clever Wing	   5569 
Swift Wing	   5570 
Pretty Wing	   5571 
Cover Fossil	   5572 
Plume Fossil	   5573 
Liberty Pass	   5574 
Pass Orb	   5575 
Dream Ball	   5576 
Poké Toy	   5577 
Prop Case	   5578 
Dragon Skull	   5579 
BalmMushroom	   5580 
Big Nugget	   5581 
Pearl String	   5582 
Comet Shard	   5583 
Relic Copper	   5584 
Relic Silver	   5585 
Relic Gold	   5586 
Relic Vase	   5587 
Relic Band	   5588 
Relic Statue	   5589 
Relic Crown	   5590 
Casteliacone	   5591 
Ability Urge	   5611 
Item Drop	   5612 
Item Urge	   5613 
Reset Urge	   5614 
Light Stone	   5616 
Dark Stone	   5617 
Xtransceiver	   5621, 5626 
