22067;Fire Memory
22068;Water Memory
22069;Electric Memory
22070;Grass Memory
22071;Ice Memory
22072;Fighting Memory
22073;Poison Memory
22074;Ground Memory
22075;Flying Memory
22076;Psychic Memory
22077;Bug Memory
22078;Rock Memory
22079;Ghost Memory
22080;Dragon Memory
22081;Dark Memory
22082;Steel Memory
22083;Fairy Memory
22084;Rusted Sword
22085;Rusted Shield
22086;Venusaurite
22087;Charizardite X
22088;Charizardite Y
22089;Blastoisinite
22090;Beedrillite
22091;Pidgeotite
22092;Alakazite
22093;Slowbronite
22094;Gengarite
22095;Kangaskhanite
22096;Pinsirite
22097;Gyaradosite
22098;Aerodactylite
22099;Mewtwonite X
22100;Mewtwonite Y
22101;Ampharosite
22102;Steelixite
22103;Scizorite
22104;Heracronite
22105;Houndoominite
22106;Tyranitarite
22107;Sceptilite
22108;Blazikenite
22109;Swampertite
22110;Gardevoirite
22111;Sablenite
22112;Mawilite
22113;Aggronite
22114;Medichamite
22115;Manectite
22116;Sharpedonite
22117;Cameruptite
22118;Altarianite
22119;Banettite
22120;Absolite
22121;Glalitite
22122;Salamencite
22123;Metagrossite
22124;Latiasite
22125;Latiosite
22126;Lopunnite
22127;Garchompite
22128;Lucarionite
22129;Abomasite
22130;Galladite
22131;Audinite
22132;Diancite
22133;Clefablite
22134;Victreebelite
22135;Starminite
22136;Dragoninite
22137;Meganiumite
22138;Feraligite
22139;Skarmorite
22140;Froslassite
22141;Emboarite
22142;Excadrite
22143;Scolipite
22144;Scraftinite
22145;Eelektrossite
22146;Chandelurite
22147;Chesnaughtite
22148;Delphoxite
22149;Greninjite
22150;Pyroarite
22151;Floettite
22152;Malamarite
22153;Barbaracite
22154;Dragalgite
22155;Hawluchanite
22156;Zygardite
22157;Drampanite
22158;Falinksite
22159;Heatranite
22160;Darkranite
22161;Zeraorite
22162;Raichunite X
22163;Raichunite Y
22164;Chimechite
22165;Absolite Z
22166;Staraptite
22167;Garchompite Z
22168;Lucarionite Z
22169;Golurkite
22170;Meowsticite
22171;Crabominite
22172;Golisopite
22173;Magearnite
22174;Scovillainite
22175;Baxcalibrite
22176;Tatsugirinite
22177;Glimmoranite
22178;Fairy Gem
22179;Normalium Z
22180;Firium Z
22181;Waterium Z
22182;Electrium Z
22183;Grassium Z
22184;Icium Z
22185;Fightinium Z
22186;Poisonium Z
22187;Groundium Z
22188;Flyinium Z
22189;Psychium Z
22190;Buginium Z
22191;Rockium Z
22192;Ghostium Z
22193;Dragonium Z
22194;Darkinium Z
22195;Steelium Z
22196;Fairium Z
22197;Pikanium Z
22198;Eevium Z
22199;Snorlium Z
22200;Mewnium Z
22201;Decidium Z
22202;Incinium Z
22203;Primarium Z
22204;Lycanium Z
22205;Mimikium Z
22206;Kommonium Z
22207;Tapunium Z
22208;Solganium Z
22209;Lunalium Z
22210;Marshadium Z
22211;Aloraichium Z
22212;Pikashunium Z
22213;Ultranecrozium Z
22214;Electric Seed
22215;Psychic Seed
22216;Misty Seed
22217;Grassy Seed
22218;Luminous Moss
22219;Weakness Policy
22220;Assault Vest
22221;Adrenaline Orb
22222;Terrain Extender
22223;Heavy-Duty Boots
22224;Blunder Policy
22225;Roseli Berry
22226;Kee Berry
22227;Maranga Berry
22228;Ability Shield
22229;Clear Amulet
22230;Punching Glove
22231;Covert Cloak
22232;Booster Energy
22233;Big Bamboo Shoot
22234;Gimmighoul Coin
22235;Leader's Crest
22236;Tiny Bamboo Shoot
22237;Bug Tera Shard
22238;Dark Tera Shard
22239;Dragon Tera Shard
22240;Electric Tera Shard
22241;Fairy Tera Shard
22242;Fighting Tera Shard
22243;Fire Tera Shard
22244;Flying Tera Shard
22245;Ghost Tera Shard
22246;Grass Tera Shard
22247;Ground Tera Shard
22248;Ice Tera Shard
22249;Normal Tera Shard
22250;Poison Tera Shard
22251;Psychic Tera Shard
22252;Rock Tera Shard
22253;Steel Tera Shard
22254;Water Tera Shard
22255;Adamant Crystal
22256;Griseous Core
22257;Lustrous Globe
22258;Berserk Gene
22259;Fairy Feather
22260;Cornerstone Mask
22261;Wellspring Mask
22262;Hearthflame Mask
22263;Health Mochi
22264;Muscle Mochi
22265;Resist Mochi
22266;Genius Mochi
22267;Clever Mochi
22268;Swift Mochi
22269;Fresh-Start Mochi
22270;Stellar Tera Shard
22271;Jubilife Muffin
22272;Remedy
22273;Fine Remedy
22274;Superb Remedy
22275;Aux Evasion
22276;Aux Guard
22277;Aux Power
22278;Aux Powerguard
22279;Choice Dumpling
22280;Swap Snack
22281;Twice-Spiced Radish
22282;Pokéshi Doll
