51;0;8;Sand Veil
51;1;71;Arena Trap
51;2;159;Sand Force
52;0;53;Pickup
52;1;101;Technician
52;2;127;Unnerve
53;0;7;Limber
53;1;101;Technician
53;2;127;Unnerve
54;0;6;Damp
54;1;13;Cloud Nine
54;2;33;Swift Swim
55;0;6;Damp
55;1;13;Cloud Nine
55;2;33;Swift Swim
56;0;72;Vital Spirit
56;1;83;Anger Point
56;2;128;Defiant
57;0;72;Vital Spirit
57;1;83;Anger Point
57;2;128;Defiant
58;0;22;Intimidate
58;1;18;Flash Fire
58;2;154;Justified
59;0;22;Intimidate
59;1;18;Flash Fire
59;2;154;Justified
60;0;11;Water Absorb
60;1;6;Damp
60;2;33;Swift Swim
61;0;11;Water Absorb
61;1;6;Damp
61;2;33;Swift Swim
62;0;11;Water Absorb
62;1;6;Damp
62;2;33;Swift Swim
63;0;28;Synchronize
63;1;39;Inner Focus
63;2;98;Magic Guard
64;0;28;Synchronize
64;1;39;Inner Focus
64;2;98;Magic Guard
65;0;28;Synchronize
65;1;39;Inner Focus
65;2;98;Magic Guard
66;0;62;Guts
66;1;99;No Guard
66;2;80;Steadfast
67;0;62;Guts
67;1;99;No Guard
67;2;80;Steadfast
68;0;62;Guts
68;1;99;No Guard
68;2;80;Steadfast
69;0;34;Chlorophyll
69;1;34;Chlorophyll
69;2;82;Gluttony
70;0;34;Chlorophyll
70;1;34;Chlorophyll
70;2;82;Gluttony
71;0;34;Chlorophyll
71;1;34;Chlorophyll
71;2;82;Gluttony
72;0;29;Clear Body
72;1;64;Liquid Ooze
72;2;44;Rain Dish
73;0;29;Clear Body
73;1;64;Liquid Ooze
73;2;44;Rain Dish
74;0;69;Rock Head
74;1;5;Sturdy
74;2;8;Sand Veil
75;0;69;Rock Head
75;1;5;Sturdy
75;2;8;Sand Veil
76;0;69;Rock Head
76;1;5;Sturdy
76;2;8;Sand Veil
77;0;50;Run Away
77;1;18;Flash Fire
77;2;49;Flame Body
78;0;50;Run Away
78;1;18;Flash Fire
78;2;49;Flame Body
79;0;12;Oblivious
79;1;20;Own Tempo
79;2;144;Regenerator
80;0;12;Oblivious
80;1;20;Own Tempo
80;2;144;Regenerator
81;0;42;Magnet Pull
81;1;5;Sturdy
81;2;148;Analytic
82;0;42;Magnet Pull
82;1;5;Sturdy
82;2;148;Analytic
83;0;51;Keen Eye
83;1;39;Inner Focus
83;2;128;Defiant
84;0;50;Run Away
84;1;48;Early Bird
84;2;77;Tangled Feet
85;0;50;Run Away
85;1;48;Early Bird
85;2;77;Tangled Feet
86;0;47;Thick Fat
86;1;93;Hydration
86;2;115;Ice Body
87;0;47;Thick Fat
87;1;93;Hydration
87;2;115;Ice Body
88;0;1;Stench
88;1;60;Sticky Hold
88;2;143;Poison Touch
89;0;1;Stench
89;1;60;Sticky Hold
89;2;143;Poison Touch
90;0;75;Shell Armor
90;1;92;Skill Link
90;2;142;Overcoat
91;0;75;Shell Armor
91;1;92;Skill Link
91;2;142;Overcoat
92;0;26;Levitate
92;1;26;Levitate
92;2;0;--
93;0;26;Levitate
93;1;26;Levitate
93;2;0;--
94;0;130;Cursed Body
94;1;130;Cursed Body
94;2;0;--
95;0;69;Rock Head
95;1;5;Sturdy
95;2;133;Weak Armor
96;0;15;Insomnia
96;1;108;Forewarn
96;2;39;Inner Focus
97;0;15;Insomnia
97;1;108;Forewarn
97;2;39;Inner Focus
98;0;52;Hyper Cutter
98;1;75;Shell Armor
98;2;125;Sheer Force
99;0;52;Hyper Cutter
99;1;75;Shell Armor
99;2;125;Sheer Force
100;0;43;Soundproof
100;1;9;Static
100;2;106;Aftermath
101;0;43;Soundproof
101;1;9;Static
101;2;106;Aftermath
102;0;34;Chlorophyll
102;1;34;Chlorophyll
102;2;139;Harvest
103;0;34;Chlorophyll
103;1;34;Chlorophyll
103;2;139;Harvest
104;0;69;Rock Head
104;1;31;Lightningrod
104;2;4;Battle Armor
105;0;69;Rock Head
105;1;31;Lightningrod
105;2;4;Battle Armor
106;0;7;Limber
106;1;120;Reckless
106;2;84;Unburden
107;0;51;Keen Eye
107;1;89;Iron Fist
107;2;39;Inner Focus
108;0;20;Own Tempo
108;1;12;Oblivious
108;2;13;Cloud Nine
109;0;26;Levitate
109;1;548;Reactive Gas
109;2;1;Stench
110;0;26;Levitate
110;1;548;Reactive Gas
110;2;1;Stench
111;0;31;Lightningrod
111;1;69;Rock Head
111;2;120;Reckless
112;0;31;Lightningrod
112;1;69;Rock Head
112;2;120;Reckless
113;0;30;Natural Cure
113;1;32;Serene Grace
113;2;131;Healer
114;0;34;Chlorophyll
114;1;102;Leaf Guard
114;2;144;Regenerator
115;0;48;Early Bird
115;1;113;Scrappy
115;2;39;Inner Focus
116;0;33;Swift Swim
116;1;97;Sniper
116;2;6;Damp
117;0;38;Poison Point
117;1;97;Sniper
117;2;6;Damp
118;0;33;Swift Swim
118;1;41;Water Veil
118;2;31;Lightningrod
119;0;33;Swift Swim
119;1;41;Water Veil
119;2;31;Lightningrod
120;0;35;Illuminate
120;1;30;Natural Cure
120;2;148;Analytic
121;0;35;Illuminate
121;1;30;Natural Cure
121;2;148;Analytic
122;0;43;Soundproof
122;1;111;Filter
122;2;101;Technician
123;0;68;Swarm
123;1;101;Technician
123;2;80;Steadfast
124;0;12;Oblivious
124;1;108;Forewarn
124;2;87;Dry Skin
125;0;9;Static
125;1;9;Static
125;2;72;Vital Spirit
126;0;49;Flame Body
126;1;49;Flame Body
126;2;72;Vital Spirit
127;0;52;Hyper Cutter
127;1;104;Mold Breaker
127;2;153;Moxie
128;0;22;Intimidate
128;1;83;Anger Point
128;2;125;Sheer Force
129;0;33;Swift Swim
129;1;33;Swift Swim
129;2;155;Rattled
130;0;22;Intimidate
130;1;22;Intimidate
130;2;153;Moxie
131;0;11;Water Absorb
131;1;75;Shell Armor
131;2;93;Hydration
132;0;7;Limber
132;1;7;Limber
132;2;150;Imposter
133;0;50;Run Away
133;1;91;Adaptability
133;2;107;Anticipation
134;0;11;Water Absorb
134;1;11;Water Absorb
134;2;93;Hydration
135;0;10;Volt Absorb
135;1;10;Volt Absorb
135;2;95;Quick Feet
136;0;18;Flash Fire
136;1;18;Flash Fire
136;2;62;Guts
137;0;36;Trace
137;1;88;Download
137;2;148;Analytic
138;0;33;Swift Swim
138;1;75;Shell Armor
138;2;133;Weak Armor
139;0;33;Swift Swim
139;1;75;Shell Armor
139;2;133;Weak Armor
140;0;33;Swift Swim
140;1;4;Battle Armor
140;2;133;Weak Armor
141;0;33;Swift Swim
141;1;4;Battle Armor
141;2;133;Weak Armor
142;0;69;Rock Head
142;1;46;Pressure
142;2;127;Unnerve
143;0;17;Immunity
143;1;47;Thick Fat
143;2;82;Gluttony
144;0;46;Pressure
144;1;46;Pressure
144;2;81;Snow Cloak
145;0;46;Pressure
145;1;46;Pressure
145;2;9;Static
146;0;46;Pressure
146;1;46;Pressure
146;2;49;Flame Body
147;0;61;Shed Skin
147;1;61;Shed Skin
147;2;63;Marvel Scale
148;0;61;Shed Skin
148;1;61;Shed Skin
148;2;63;Marvel Scale
149;0;39;Inner Focus
149;1;39;Inner Focus
149;2;136;Multiscale
150;0;46;Pressure
150;1;46;Pressure
150;2;127;Unnerve
151;0;28;Synchronize
151;1;28;Synchronize
151;2;0;--
152;0;65;Overgrow
152;1;65;Overgrow
152;2;102;Leaf Guard
153;0;65;Overgrow
153;1;65;Overgrow
153;2;102;Leaf Guard
154;0;65;Overgrow
154;1;65;Overgrow
154;2;102;Leaf Guard
155;0;66;Blaze
155;1;66;Blaze
155;2;18;Flash Fire
156;0;66;Blaze
156;1;66;Blaze
156;2;18;Flash Fire
157;0;66;Blaze
157;1;66;Blaze
157;2;18;Flash Fire
158;0;67;Torrent
158;1;67;Torrent
158;2;125;Sheer Force
159;0;67;Torrent
159;1;67;Torrent
159;2;125;Sheer Force
160;0;67;Torrent
160;1;67;Torrent
160;2;125;Sheer Force
161;0;50;Run Away
161;1;51;Keen Eye
161;2;119;Frisk
162;0;50;Run Away
162;1;51;Keen Eye
162;2;119;Frisk
163;0;15;Insomnia
163;1;51;Keen Eye
163;2;110;Tinted Lens
164;0;15;Insomnia
164;1;51;Keen Eye
164;2;110;Tinted Lens
165;0;68;Swarm
165;1;48;Early Bird
165;2;155;Rattled
166;0;68;Swarm
166;1;48;Early Bird
166;2;89;Iron Fist
167;0;68;Swarm
167;1;15;Insomnia
167;2;97;Sniper
168;0;68;Swarm
168;1;15;Insomnia
168;2;97;Sniper
169;0;39;Inner Focus
169;1;39;Inner Focus
169;2;151;Infiltrator
170;0;10;Volt Absorb
170;1;35;Illuminate
170;2;11;Water Absorb
171;0;10;Volt Absorb
171;1;35;Illuminate
171;2;11;Water Absorb
172;0;9;Static
172;1;9;Static
172;2;31;Lightningrod
173;0;56;Cute Charm
173;1;98;Magic Guard
173;2;132;Friend Guard
174;0;56;Cute Charm
174;1;545;Competitive
174;2;132;Friend Guard
175;0;55;Hustle
175;1;32;Serene Grace
175;2;105;Super Luck
176;0;55;Hustle
176;1;32;Serene Grace
176;2;105;Super Luck
177;0;28;Synchronize
177;1;48;Early Bird
177;2;156;Magic Bounce
178;0;28;Synchronize
178;1;48;Early Bird
178;2;156;Magic Bounce
179;0;9;Static
179;1;9;Static
179;2;57;Plus
180;0;9;Static
180;1;9;Static
180;2;57;Plus
181;0;9;Static
181;1;9;Static
181;2;57;Plus
182;0;34;Chlorophyll
182;1;34;Chlorophyll
182;2;131;Healer
183;0;47;Thick Fat
183;1;37;Huge Power
183;2;157;Sap Sipper
184;0;47;Thick Fat
184;1;37;Huge Power
184;2;157;Sap Sipper
185;0;5;Sturdy
185;1;69;Rock Head
185;2;155;Rattled
186;0;11;Water Absorb
186;1;6;Damp
186;2;2;Drizzle
187;0;34;Chlorophyll
187;1;102;Leaf Guard
187;2;151;Infiltrator
188;0;34;Chlorophyll
188;1;102;Leaf Guard
188;2;151;Infiltrator
189;0;34;Chlorophyll
189;1;102;Leaf Guard
189;2;151;Infiltrator
190;0;50;Run Away
190;1;53;Pickup
190;2;92;Skill Link
191;0;34;Chlorophyll
191;1;94;Solar Power
191;2;48;Early Bird
192;0;34;Chlorophyll
192;1;94;Solar Power
192;2;48;Early Bird
193;0;3;Speed Boost
193;1;14;Compoundeyes
193;2;119;Frisk
194;0;6;Damp
194;1;11;Water Absorb
194;2;109;Unaware
195;0;6;Damp
195;1;11;Water Absorb
195;2;109;Unaware
196;0;28;Synchronize
196;1;28;Synchronize
196;2;156;Magic Bounce
197;0;28;Synchronize
197;1;28;Synchronize
197;2;39;Inner Focus
198;0;15;Insomnia
198;1;105;Super Luck
198;2;158;Prankster
199;0;12;Oblivious
199;1;20;Own Tempo
199;2;144;Regenerator
200;0;26;Levitate
200;1;26;Levitate
200;2;0;--
201;0;26;Levitate
201;1;26;Levitate
201;2;0;--
202;0;23;Shadow Tag
202;1;23;Shadow Tag
202;2;140;Telepathy
203;0;39;Inner Focus
203;1;48;Early Bird
203;2;157;Sap Sipper
204;0;5;Sturdy
204;1;5;Sturdy
204;2;142;Overcoat
205;0;5;Sturdy
205;1;5;Sturdy
205;2;142;Overcoat
206;0;32;Serene Grace
206;1;50;Run Away
206;2;155;Rattled
207;0;52;Hyper Cutter
207;1;8;Sand Veil
207;2;17;Immunity
208;0;69;Rock Head
208;1;5;Sturdy
208;2;125;Sheer Force
209;0;22;Intimidate
209;1;50;Run Away
209;2;155;Rattled
210;0;22;Intimidate
210;1;95;Quick Feet
210;2;155;Rattled
211;0;38;Poison Point
211;1;33;Swift Swim
211;2;22;Intimidate
212;0;68;Swarm
212;1;101;Technician
212;2;135;Light Metal
213;0;5;Sturdy
213;1;82;Gluttony
213;2;126;Contrary
214;0;68;Swarm
214;1;62;Guts
214;2;153;Moxie
215;0;39;Inner Focus
215;1;51;Keen Eye
215;2;124;Pickpocket
216;0;53;Pickup
216;1;95;Quick Feet
216;2;118;Honey Gather
217;0;62;Guts
217;1;95;Quick Feet
217;2;127;Unnerve
218;0;40;Magma Armor
218;1;49;Flame Body
218;2;133;Weak Armor
219;0;40;Magma Armor
219;1;49;Flame Body
219;2;133;Weak Armor
220;0;12;Oblivious
220;1;81;Snow Cloak
220;2;47;Thick Fat
221;0;12;Oblivious
221;1;81;Snow Cloak
221;2;47;Thick Fat
222;0;55;Hustle
222;1;30;Natural Cure
222;2;144;Regenerator
223;0;55;Hustle
223;1;97;Sniper
223;2;141;Moody
224;0;21;Suction Cups
224;1;97;Sniper
224;2;141;Moody
225;0;72;Vital Spirit
225;1;55;Hustle
225;2;15;Insomnia
226;0;33;Swift Swim
226;1;11;Water Absorb
226;2;41;Water Veil
227;0;51;Keen Eye
227;1;5;Sturdy
227;2;133;Weak Armor
228;0;48;Early Bird
228;1;18;Flash Fire
228;2;127;Unnerve
229;0;48;Early Bird
229;1;18;Flash Fire
229;2;127;Unnerve
230;0;33;Swift Swim
230;1;97;Sniper
230;2;6;Damp
231;0;53;Pickup
231;1;53;Pickup
231;2;8;Sand Veil
232;0;5;Sturdy
232;1;5;Sturdy
232;2;8;Sand Veil
233;0;36;Trace
233;1;88;Download
233;2;148;Analytic
234;0;22;Intimidate
234;1;119;Frisk
234;2;157;Sap Sipper
235;0;20;Own Tempo
235;1;101;Technician
235;2;141;Moody
236;0;62;Guts
236;1;80;Steadfast
236;2;72;Vital Spirit
237;0;22;Intimidate
237;1;101;Technician
237;2;80;Steadfast
238;0;12;Oblivious
238;1;108;Forewarn
238;2;93;Hydration
239;0;9;Static
239;1;9;Static
239;2;72;Vital Spirit
240;0;49;Flame Body
240;1;49;Flame Body
240;2;72;Vital Spirit
241;0;47;Thick Fat
241;1;113;Scrappy
241;2;157;Sap Sipper
242;0;30;Natural Cure
242;1;32;Serene Grace
242;2;131;Healer
243;0;46;Pressure
243;1;46;Pressure
243;2;39;Inner Focus
244;0;46;Pressure
244;1;46;Pressure
244;2;39;Inner Focus
245;0;46;Pressure
245;1;46;Pressure
245;2;39;Inner Focus
246;0;62;Guts
246;1;62;Guts
246;2;8;Sand Veil
247;0;61;Shed Skin
247;1;61;Shed Skin
247;2;61;Shed Skin
248;0;45;Sand Stream
248;1;45;Sand Stream
248;2;127;Unnerve
249;0;46;Pressure
249;1;46;Pressure
249;2;136;Multiscale
250;0;46;Pressure
250;1;46;Pressure
250;2;144;Regenerator
251;0;30;Natural Cure
251;1;30;Natural Cure
251;2;0;--
252;0;65;Overgrow
252;1;65;Overgrow
252;2;84;Unburden
253;0;65;Overgrow
253;1;65;Overgrow
253;2;84;Unburden
254;0;65;Overgrow
254;1;65;Overgrow
254;2;84;Unburden
255;0;66;Blaze
255;1;66;Blaze
255;2;0;--
256;0;66;Blaze
256;1;66;Blaze
256;2;0;--
257;0;66;Blaze
257;1;66;Blaze
257;2;0;--
258;0;67;Torrent
258;1;67;Torrent
258;2;6;Damp
259;0;67;Torrent
259;1;67;Torrent
259;2;6;Damp
260;0;67;Torrent
260;1;67;Torrent
260;2;6;Damp
261;0;50;Run Away
261;1;95;Quick Feet
261;2;155;Rattled
262;0;22;Intimidate
262;1;95;Quick Feet
262;2;153;Moxie
263;0;53;Pickup
263;1;82;Gluttony
263;2;95;Quick Feet
264;0;53;Pickup
264;1;82;Gluttony
264;2;95;Quick Feet
265;0;19;Shield Dust
265;1;19;Shield Dust
265;2;50;Run Away
266;0;61;Shed Skin
266;1;61;Shed Skin
266;2;61;Shed Skin
267;0;68;Swarm
267;1;68;Swarm
267;2;79;Rivalry
268;0;61;Shed Skin
268;1;61;Shed Skin
268;2;61;Shed Skin
269;0;19;Shield Dust
269;1;19;Shield Dust
269;2;14;Compoundeyes
270;0;33;Swift Swim
270;1;44;Rain Dish
270;2;20;Own Tempo
271;0;33;Swift Swim
271;1;44;Rain Dish
271;2;20;Own Tempo
272;0;33;Swift Swim
272;1;44;Rain Dish
272;2;20;Own Tempo
273;0;34;Chlorophyll
273;1;48;Early Bird
273;2;124;Pickpocket
274;0;34;Chlorophyll
274;1;48;Early Bird
274;2;124;Pickpocket
275;0;34;Chlorophyll
275;1;557;Wind Rider
275;2;124;Pickpocket
276;0;62;Guts
276;1;62;Guts
276;2;113;Scrappy
277;0;62;Guts
277;1;62;Guts
277;2;113;Scrappy
278;0;51;Keen Eye
278;1;93;Hydration
278;2;44;Rain Dish
279;0;51;Keen Eye
279;1;2;Drizzle
279;2;44;Rain Dish
280;0;28;Synchronize
280;1;36;Trace
280;2;140;Telepathy
281;0;28;Synchronize
281;1;36;Trace
281;2;140;Telepathy
282;0;28;Synchronize
282;1;36;Trace
282;2;140;Telepathy
283;0;33;Swift Swim
283;1;33;Swift Swim
283;2;44;Rain Dish
284;0;22;Intimidate
284;1;22;Intimidate
284;2;127;Unnerve
285;0;27;Effect Spore
285;1;90;Poison Heal
285;2;95;Quick Feet
286;0;27;Effect Spore
286;1;90;Poison Heal
286;2;101;Technician
287;0;54;Truant
287;1;54;Truant
287;2;0;--
288;0;72;Vital Spirit
288;1;72;Vital Spirit
288;2;0;--
289;0;54;Truant
289;1;54;Truant
289;2;0;--
290;0;14;Compoundeyes
290;1;14;Compoundeyes
290;2;50;Run Away
291;0;3;Speed Boost
291;1;3;Speed Boost
291;2;151;Infiltrator
292;0;25;Wonder Guard
292;1;25;Wonder Guard
292;2;25;Wonder Guard
293;0;43;Soundproof
293;1;43;Soundproof
293;2;155;Rattled
294;0;43;Soundproof
294;1;43;Soundproof
294;2;113;Scrappy
295;0;43;Soundproof
295;1;43;Soundproof
295;2;113;Scrappy
296;0;47;Thick Fat
296;1;62;Guts
296;2;125;Sheer Force
297;0;47;Thick Fat
297;1;62;Guts
297;2;125;Sheer Force
298;0;47;Thick Fat
298;1;37;Huge Power
298;2;157;Sap Sipper
299;0;5;Sturdy
299;1;42;Magnet Pull
299;2;159;Sand Force
300;0;56;Cute Charm
300;1;96;Normalize
300;2;147;Wonder Skin
301;0;56;Cute Charm
301;1;96;Normalize
301;2;147;Wonder Skin
302;0;51;Keen Eye
302;1;100;Stall
302;2;158;Prankster
303;0;52;Hyper Cutter
303;1;22;Intimidate
303;2;125;Sheer Force
304;0;5;Sturdy
304;1;69;Rock Head
304;2;134;Heavy Metal
305;0;5;Sturdy
305;1;69;Rock Head
305;2;134;Heavy Metal
306;0;5;Sturdy
306;1;69;Rock Head
306;2;134;Heavy Metal
307;0;74;Pure Power
307;1;74;Pure Power
307;2;140;Telepathy
308;0;74;Pure Power
308;1;74;Pure Power
308;2;140;Telepathy
309;0;9;Static
309;1;31;Lightningrod
309;2;58;Minus
310;0;9;Static
310;1;31;Lightningrod
310;2;58;Minus
311;0;57;Plus
311;1;57;Plus
311;2;31;Lightningrod
312;0;58;Minus
312;1;58;Minus
312;2;10;Volt Absorb
313;0;35;Illuminate
313;1;68;Swarm
313;2;158;Prankster
314;0;12;Oblivious
314;1;110;Tinted Lens
314;2;158;Prankster
315;0;30;Natural Cure
315;1;38;Poison Point
315;2;102;Leaf Guard
316;0;64;Liquid Ooze
316;1;60;Sticky Hold
316;2;82;Gluttony
317;0;64;Liquid Ooze
317;1;60;Sticky Hold
317;2;82;Gluttony
318;0;24;Rough Skin
318;1;24;Rough Skin
318;2;3;Speed Boost
319;0;24;Rough Skin
319;1;24;Rough Skin
319;2;3;Speed Boost
320;0;41;Water Veil
320;1;12;Oblivious
320;2;46;Pressure
321;0;41;Water Veil
321;1;12;Oblivious
321;2;46;Pressure
322;0;12;Oblivious
322;1;86;Simple
322;2;20;Own Tempo
323;0;40;Magma Armor
323;1;116;Solid Rock
323;2;83;Anger Point
324;0;73;White Smoke
324;1;70;Drought
324;2;75;Shell Armor
325;0;47;Thick Fat
325;1;20;Own Tempo
325;2;82;Gluttony
326;0;47;Thick Fat
326;1;20;Own Tempo
326;2;82;Gluttony
327;0;20;Own Tempo
327;1;77;Tangled Feet
327;2;126;Contrary
328;0;52;Hyper Cutter
328;1;71;Arena Trap
328;2;125;Sheer Force
329;0;26;Levitate
329;1;26;Levitate
329;2;26;Levitate
330;0;26;Levitate
330;1;26;Levitate
330;2;26;Levitate
331;0;8;Sand Veil
331;1;8;Sand Veil
331;2;11;Water Absorb
332;0;8;Sand Veil
332;1;8;Sand Veil
332;2;11;Water Absorb
333;0;30;Natural Cure
333;1;30;Natural Cure
333;2;13;Cloud Nine
334;0;30;Natural Cure
334;1;30;Natural Cure
334;2;13;Cloud Nine
335;0;17;Immunity
335;1;17;Immunity
335;2;137;Toxic Boost
336;0;61;Shed Skin
336;1;61;Shed Skin
336;2;151;Infiltrator
337;0;26;Levitate
337;1;26;Levitate
337;2;0;--
338;0;26;Levitate
338;1;26;Levitate
338;2;0;--
339;0;12;Oblivious
339;1;107;Anticipation
339;2;93;Hydration
340;0;12;Oblivious
340;1;107;Anticipation
340;2;93;Hydration
341;0;52;Hyper Cutter
341;1;75;Shell Armor
341;2;91;Adaptability
342;0;52;Hyper Cutter
342;1;75;Shell Armor
342;2;91;Adaptability
343;0;26;Levitate
343;1;26;Levitate
343;2;0;--
344;0;26;Levitate
344;1;26;Levitate
344;2;0;--
345;0;21;Suction Cups
345;1;21;Suction Cups
345;2;114;Storm Drain
346;0;21;Suction Cups
346;1;21;Suction Cups
346;2;114;Storm Drain
347;0;4;Battle Armor
347;1;4;Battle Armor
347;2;33;Swift Swim
348;0;4;Battle Armor
348;1;4;Battle Armor
348;2;33;Swift Swim
349;0;33;Swift Swim
349;1;12;Oblivious
349;2;91;Adaptability
350;0;63;Marvel Scale
350;1;545;Competitive
350;2;56;Cute Charm
351;0;59;Forecast
351;1;59;Forecast
351;2;0;--
352;0;16;Color Change
352;1;16;Color Change
352;2;547;Protean
353;0;15;Insomnia
353;1;119;Frisk
353;2;130;Cursed Body
354;0;15;Insomnia
354;1;119;Frisk
354;2;130;Cursed Body
355;0;26;Levitate
355;1;26;Levitate
355;2;119;Frisk
356;0;46;Pressure
356;1;46;Pressure
356;2;119;Frisk
357;0;34;Chlorophyll
357;1;94;Solar Power
357;2;139;Harvest
358;0;26;Levitate
358;1;26;Levitate
358;2;0;--
359;0;46;Pressure
359;1;105;Super Luck
359;2;154;Justified
360;0;23;Shadow Tag
360;1;23;Shadow Tag
360;2;140;Telepathy
361;0;39;Inner Focus
361;1;115;Ice Body
361;2;141;Moody
362;0;39;Inner Focus
362;1;115;Ice Body
362;2;141;Moody
363;0;47;Thick Fat
363;1;115;Ice Body
363;2;12;Oblivious
364;0;47;Thick Fat
364;1;115;Ice Body
364;2;12;Oblivious
365;0;47;Thick Fat
365;1;115;Ice Body
365;2;12;Oblivious
366;0;75;Shell Armor
366;1;75;Shell Armor
366;2;155;Rattled
367;0;33;Swift Swim
367;1;33;Swift Swim
367;2;41;Water Veil
368;0;33;Swift Swim
368;1;33;Swift Swim
368;2;93;Hydration
369;0;33;Swift Swim
369;1;69;Rock Head
369;2;5;Sturdy
370;0;33;Swift Swim
370;1;33;Swift Swim
370;2;93;Hydration
371;0;69;Rock Head
371;1;69;Rock Head
371;2;125;Sheer Force
372;0;69;Rock Head
372;1;69;Rock Head
372;2;142;Overcoat
373;0;22;Intimidate
373;1;22;Intimidate
373;2;153;Moxie
374;0;29;Clear Body
374;1;29;Clear Body
374;2;135;Light Metal
375;0;29;Clear Body
375;1;29;Clear Body
375;2;135;Light Metal
376;0;29;Clear Body
376;1;29;Clear Body
376;2;135;Light Metal
377;0;29;Clear Body
377;1;29;Clear Body
377;2;5;Sturdy
378;0;29;Clear Body
378;1;29;Clear Body
378;2;115;Ice Body
379;0;29;Clear Body
379;1;29;Clear Body
379;2;135;Light Metal
380;0;26;Levitate
380;1;26;Levitate
380;2;0;--
381;0;26;Levitate
381;1;26;Levitate
381;2;0;--
382;0;2;Drizzle
382;1;2;Drizzle
382;2;0;--
383;0;70;Drought
383;1;70;Drought
383;2;0;--
384;0;76;Air Lock
384;1;76;Air Lock
384;2;0;--
385;0;32;Serene Grace
385;1;32;Serene Grace
385;2;0;--
386;0;46;Pressure
386;1;46;Pressure
386;2;0;--
387;0;65;Overgrow
387;1;65;Overgrow
387;2;75;Shell Armor
388;0;65;Overgrow
388;1;65;Overgrow
